OpenAlex.title;issn.X1;issn.X2;issn.X3;issn.X4;host_organization_name;country_code;concept;Scopus.title;Print-ISSN;E-ISSN;All Science Journal Classification Codes (ASJC);WoS.title;WoS.ISSN;WoS.eISSN;WoS. Categories;DOAJ.title;DOAJ.Journal ISSN (print version);DOAJ.Journal EISSN (online version)
Revista panamericana de salud pública (Impresa);1020-4989;1680-5348;;;Pan American Health Organization;;C159110408;Revista Panamericana de Salud Publica/Pan American Journal of Public Health;1020-4989;1680-5348;"2739;";REVISTA PANAMERICANA DE SALUD PUBLICA-PAN AMERICAN JOURNAL OF PUBLIC HEALTH;1020-4989;1680-5348;Public, Environmental & Occupational Health;Revista Panamericana de Salud Pública;1020-4989;1680-5348
Revista Paulista de Enfermagem;0100-8889;;;;;BR;C159110408;;;;;;;;;;;
Revista Portuguesa de Farmacoterapia;1647-354X;2183-7341;;;Formifarma, LDA.;PT;C159110408;;;;;;;;;Revista Portuguesa de Farmacoterapia;1647-354X;2183-7341
Revista Prevenção de Infecção e Saúde;2446-7901;;;;Universidade Federal do Piauí;BR;C159110408;;;;;;;;;Revista Prevenção de Infecção e Saúde;;2446-7901
Revista Recien;2358-3088;2177-157X;;;;BR;C159110408;;;;;;;;;;;
Revista SOBECC;1414-4425;2358-2871;;;;BR;C159110408;;;;;;;;;;;
Revista uruguaya de enfermería;0797-6194;2301-0371;;;;UY;C159110408;;;;;;;;;Revista Uruguaya de Enfermería;0797-6194;2301-0371
Revue de l'infirmière;1293-8505;2352-8249;1293-8505;;Elsevier BV;FR;;Revue de l'Infirmiere;1293-8505;-;"2900;";;;;;;;
RGUHS journal of nursing sciences;2231-6051;;;;;IN;C159110408;;;;;;;;;RGUHS Journal of Nursing Sciences;2231-6051;
Rhode Island medical journal;0035-4627;;;;CRC Press;US;C159110408;;;;;;;;;;;
RIASE;2183-6663;;;;University of Évora;PT;C159110408;;;;;;;;;;;
Rights-based direct practice with children;2520-1751;2520-176X;;;Springer Nature;SG;C159110408;;;;;;;;;;;
Risk Management and Healthcare Policy;1179-1594;;;;Dove Medical Press;NZ;C159110408;Risk Management and Healthcare Policy;1179-1594;-;"2739; 2719;";RISK MANAGEMENT AND HEALTHCARE POLICY;;1179-1594;Health Care Sciences & Services;Risk Management and Healthcare Policy;;1179-1594
Rivista dell'infermiere;1120-3803;;;;;;C159110408;;;;;;;;;;;
RNABC news;0048-7104;;;;;;C159110408;;;;;;;;;;;
RNAO news;0048-7112;;;;;;C159110408;;;;;;;;;;;
Romanian Journal of Military Medicine;1222-5126;;;;Carol Davila University of Medicine and Pharmacy Publishing House;RO;C159110408;;;;;ROMANIAN JOURNAL OF MILITARY MEDICINE;1222-5126;2501-2312;Medicine, General & Internal;Romanian Journal of Military Medicine;1222-5126;2501-2312
Rossijskij žurnal geriatričeskoj mediciny;2686-8636;2686-8709;;;;RU;C159110408;;;;;;;;;;;
Rsf Conference Proceeding Series. Medical and Health Science;2809-686X;;;;;ID;C159110408;;;;;;;;;;;
Rural and Remote Health;1445-6354;;;;Deakin University;AU;C159110408;Rural and Remote Health;1445-6354;-;"2739; 2701; 3306; 3604;";RURAL AND REMOTE HEALTH;1445-6354;1445-6354;Public, Environmental & Occupational Health;Rural and Remote Health;;1445-6354
Rwanda journal;2305-5944;2305-2678;;;African Journals OnLine;RW;C159110408;;;;;;;;;;;
Rwanda journal of health sciences;2306-8876;2226-728X;;;African Journals OnLine;RW;C159110408;;;;;;;;;;;
Rwanda journal of medicine and health sciences;2616-9827;2616-9819;;;African Journals OnLine;RW;C159110408;;;;;;;;;;;
Rwanda medical journal;2079-097X;2410-8626;;;;RW;C159110408;Rwanda Medical Journal;2079-097X;2410-8626;"2700;";;;;;Rwanda Medical Journal;2079-097X;2410-8626
SA nursing journal;0038-2507;;;;;ZA;C159110408;;;;;;;;;;;
SA Pharmaceutical Journal;1015-1362;;;;Springer Nature;ZA;C159110408;;;;;;;;;;;
SA Pharmacist's Assistant;1608-9634;;;;;ZA;C159110408;;;;;;;;;;;
Sadra Medical Sciences Journal;2322-4339;;;;;IR;C159110408;;;;;;;;;مجله علوم پزشکی صدرا;;2322-4339
Safer Communities;1757-8043;2042-8774;1757-8043;;Emerald Publishing Limited;GB;;Safer Communities;1757-8043;-;"2905; 3308; 3311;";SAFER COMMUNITIES;1757-8043;2042-8774;Criminology & Penology;;;
Safety in Health;2056-5917;;;;BioMed Central;GB;C159110408;;;;;;;;;;;
Sage Open Medicine;2050-3121;;;;SAGE Publishing;GB;C159110408;SAGE Open Medicine;-;2050-3121;"2700;";SAGE OPEN MEDICINE;2050-3121;2050-3121;Medicine, General & Internal;SAGE Open Medicine;;2050-3121
SAGE open nursing;2377-9608;;;;SAGE Publishing;US;C159110408;SAGE Open Nursing;-;2377-9608;"2900;";SAGE OPEN NURSING;2377-9608;2377-9608;Nursing;SAGE Open Nursing;;2377-9608
Sağlık akademisyenler dergisi;2636-7572;2148-7472;;;Scopemed;TR;C159110408;;;;;;;;;;;
Sağlık ve hemşirelik yönetimi dergisi;2149-018X;;;;;TR;C159110408;;;;;;;;;;;
SAHARA-J;1729-0376;1813-4424;;;Taylor & Francis;ZA;C159110408;Sahara J;1729-0376;-;"2725; 2739; 2723; 3306;";SAHARA J-JOURNAL OF SOCIAL ASPECTS OF HIV-AIDS;1729-0376;1813-4424;Health Policy & Services | Public, Environmental & Occupational Health;SAHARA-J;1729-0376;1813-4424
Sairaanhoitaja (Helsinki, Finland : 1991);0785-7527;1799-182X;;;Suomen sairaanhoitajaliitto;;C159110408;;;;;;;;;;;
Sairaanhoitaja. Sjuksköterskan;0036-3278;;;;Finnish Nurses' Association;FI;C159110408;;;;;;;;;;;
Salāmat-i ijtimā̒ī;2383-3033;;;;Shahid Beheshti University of Medical Sciences;IR;C159110408;;;;;;;;;Salāmat-i ijtimā̒ī;2383-3033;2423-4702
Sam Ratulangi Journal of Public Health;2747-2914;;;;;ID;C159110408;;;;;;;;;;;
Sănătate Publică, Economie și Management în Medicină;1729-8687;2587-3873;;;;MD;C159110408;;;;;;;;;;;
San'eob ganho hag'hoeji (Print);1225-9586;1975-0994;;;;KR;C159110408;;;;;;;;;;;
Sanitas magisterium;2149-4738;;;;;TR;C159110408;;;;;;;;;;;
Santé mentale au Québec;0383-6320;0383-6320;1708-3923;;Erudit Consortium;CA;;Sante Mentale au Quebec;0383-6320;-;"2738; 3203; 2921;";SANTE MENTALE AU QUEBEC;0383-6320;1708-3923;Psychiatry;;;
Santé mentale et droit;2772-9710;2772-9729;2772-9710;;Elsevier BV;FR;;Sante Mentale et Droit;2772-9729;2772-9710;"3308; 2910; 2734; ";;;;;;;
Santé publique;2104-3841;0995-3914;;;;FR;C159110408;Sante Publique;0995-3914;-;"2739;";SANTE PUBLIQUE;0995-3914;2104-3841;Public, Environmental & Occupational Health;;;
Santo Tomas nursing journal;0048-9123;;;;University of Santo Tomas College of Nursing;PH;C159110408;;;;;;;;;;;
Sanus;2448-6094;;;;;MX;C159110408;;;;;;;;;Sanus;;2448-6094
Sasambo Journal of Pharmacy;2723-2832;2723-2824;;;;ID;C159110408;;;;;;;;;;;
Saudi critical care journal;2543-1854;2543-1862;;;Medknow;IN;C159110408;;;;;;;;;;;
Saudi Journal of Emergency Medicine;1658-8487;;;;;SA;C159110408;;;;;;;;;;;
Saudi journal of nursing and health care;2616-6186;2616-7921;;;;AE;C159110408;;;;;;;;;;;
Savannah Journal of Medical Research and Practice;2276-6839;;;;African Journals OnLine;NG;C159110408;;;;;;;;;;;
Scandinavian Journal of Caring Sciences;1471-6712;0283-9318;;;Wiley-Blackwell;GB;C159110408;Scandinavian Journal of Caring Sciences;0283-9318;1471-6712;"2739;";SCANDINAVIAN JOURNAL OF CARING SCIENCES;0283-9318;1471-6712;Nursing;;;
Scandinavian Journal of Child and Adolescent Psychiatry and Psychology;2245-8875;;;;Exeley Inc;DK;C159110408;;;;;SCANDINAVIAN JOURNAL OF CHILD AND ADOLESCENT PSYCHIATRY AND PSYCHOLOGY;2245-8875;2245-8875;Psychiatry;Scandinavian Journal of Child and Adolescent Psychiatry and Psychology;;2245-8875
Scandinavian Journal of Occupational Therapy;1103-8128;1651-2014;;;Informa;GB;C159110408;Scandinavian Journal of Occupational Therapy;1103-8128;-;"2739;";SCANDINAVIAN JOURNAL OF OCCUPATIONAL THERAPY;1103-8128;1651-2014;Rehabilitation;;;
Scandinavian Journal of Primary Health Care;0281-3432;1502-7724;;;Taylor & Francis;GB;C159110408;Scandinavian Journal of Primary Health Care;0281-3432;1502-7724;"2739;";SCANDINAVIAN JOURNAL OF PRIMARY HEALTH CARE;0281-3432;1502-7724;Health Care Sciences & Services | Primary Health Care | Medicine, General & Internal;Scandinavian Journal of Primary Health Care;0281-3432;1502-7724
Scandinavian Journal of Public Health;1651-1905;1403-4948;;;SAGE Publishing;GB;C159110408;Scandinavian Journal of Public Health;1403-4948;1651-1905;"2739; 2700;";SCANDINAVIAN JOURNAL OF PUBLIC HEALTH;1403-4948;1651-1905;Public, Environmental & Occupational Health;;;
Scandinavian journal of social medicine;0300-8037;2634-7288;;;SAGE Publishing;SE;C159110408;;;;;;;;;;;
Scandinavian Journal of Trauma, Resuscitation and Emergency Medicine;1757-7241;;;;Springer Science+Business Media;GB;C159110408;Scandinavian Journal of Trauma, Resuscitation and Emergency Medicine;1757-7241;-;"2706; 2711;";SCANDINAVIAN JOURNAL OF TRAUMA RESUSCITATION & EMERGENCY MEDICINE;1757-7241;1757-7241;Emergency Medicine;Scandinavian Journal of Trauma, Resuscitation and Emergency Medicine;;1757-7241
Scandinavian journal of work and organizational psychology;2002-2867;;;;Stockholm University Press;SE;C159110408;Scandinavian Journal of Work and Organizational Psychology;-;2002-2867;"3201; ";;;;;Scandinavian Journal of Work and Organizational Psychology;;2002-2867
Scandinavian psychologist;1894-5570;;;;Norwegian Society of Psychological Science;NO;C159110408;;;;;;;;;;;
Scholarly inquiry for nursing practice;0889-7182;2377-6501;;;Springer Science+Business Media;US;C159110408;;;;;;;;;;;
School Mental Health;1866-2625;1866-2633;;;Springer Science+Business Media;US;C159110408;School Mental Health;1866-2625;1866-2633;"3204; 3304;";SCHOOL MENTAL HEALTH;1866-2625;1866-2633;Psychology, Educational | Psychology, Development;;;
School Psychology Quarterly;1939-1560;1045-3830;;;American Psychological Association;US;C159110408;;;;;;;;;;;
School Psychology Review;2372-966X;0279-6015;;;National Association of School Psychologists;US;C159110408;School Psychology Review;0279-6015;2372-966X;"3204; 3304;";SCHOOL PSYCHOLOGY REVIEW;;2372-966X;Psychology, Educational;;;
School Social Work Journal;0161-5653;;;;;US;C159110408;;;;;;;;;;;
Schwestern Revue;0048-9549;;;;;DE;C159110408;;;;;;;;;;;
SCI nursing : a publication of the American Association of Spinal Cord Injury Nurses;0888-8299;;;;;;C159110408;;;;;;;;;;;
Science & practice perspectives;1930-4315;1930-4307;;;;US;C159110408;;;;;;;;;;;
Science and Engineering Ethics;1353-3452;1471-5546;1353-3452;;Springer Science+Business Media;GB;;Science and Engineering Ethics;1353-3452;1471-5546;"1405; 2719; 2910; 3306;";SCIENCE AND ENGINEERING ETHICS;1353-3452;1471-5546;Engineering, Multidisciplinary | History & Philosophy Of Science | Multidisciplinary Sciences;;;
Science Journal of Clinical Medicine;2327-2724;2327-2732;;;Science Publishing Group;US;C159110408;;;;;;;;;;;
Science Journal of Public Health;2328-7950;2328-7942;;;Science Publishing Group;US;C159110408;;;;;;;;;;;
Science of nursing and health practices;2561-7516;;;;RRISIQ;CA;C159110408;;;;;;;;;Science of Nursing and Health Practices;;2561-7516
Scientia Psychiatrica;2715-9736;;;;;ID;C159110408;;;;;;;;;;;
Scientific American surgery;2368-2744;;;;;CA;C159110408;;;;;;;;;;;
Scientific Journal of Hamadan Nursing & Midwifery Faculty;2008-2800;2008-2819;;;;IR;C159110408;;;;;;;;;;;
Scientific Journal of Nursing Research;2655-6731;2655-0024;;;Poltekkes Kemenkes Pontianak;ID;C159110408;;;;;;;;;;;
Scientific Journal of Nursing, Midwifery and Paramedical Faculty;2476-4841;;;;Kurdistan University of Medical Sciences;IR;C159110408;;;;;;;;;فصلنامه پرستاری،مامایی و پیراپزشکی;;2476-4841
Scinzer journal of medical;2415-1041;;;;;AT;C159110408;;;;;;;;;;;
Scope;2537-8872;2537-8880;;;;NZ;C159110408;;;;;;;;;;;
Scripta Scientifica Salutis Publicae;2367-7325;2367-7333;;;;BG;C159110408;;;;;;;;;;;
SEAJOM: The Southeast Asia Journal of Midwifery;2476-972X;2476-9738;;;;ID;C159110408;;;;;;;;;;;
Seminars for nurse managers;1066-3851;;;;;US;C159110408;;;;;;;;;;;
Seminars in Oncology Nursing;1878-3449;0749-2081;;;Elsevier BV;US;C159110408;Seminars in Oncology Nursing;0749-2081;-;"2917;";SEMINARS IN ONCOLOGY NURSING;0749-2081;1878-3449;Oncology | Nursing;;;
Seminars in perioperative nursing;1056-8670;;;;;US;C159110408;;;;;;;;;;;
Seminars in Speech and Language;0734-0478;1098-9056;;;Thieme Medical Publishers (Germany);US;C159110408;Seminars in Speech and Language;0734-0478;1098-9056;"2912; 3616;";SEMINARS IN SPEECH AND LANGUAGE;0734-0478;1098-9056;Audiology & Speech-Language Pathology | Rehabilitation;;;
Senior nurse;0265-9999;;;;;GB;C159110408;;;;;;;;;;;
Senses and Sciences;2284-2489;;;;Eleven Senses;IT;C159110408;;;;;;;;;Senses and Sciences;;2284-2489
Servir (Lisbon, Portugal);0871-2379;2184-5697;;;;;C159110408;;;;;;;;;;;
Sestrinska reč;2466-5126;0354-8422;;;Faculty of Agronomy in Čačak;RS;C159110408;;;;;;;;;Sestrinska reč;0354-8422;2466-5126
Sestrinska vizija;2737-9744;2737-9647;;;;RS;C159110408;;;;;;;;;;;
Sestrinski glasnik;1331-7563;1848-705X;;;;HR;C159110408;;;;;;;;;;;
Sestrinski žurnal;2303-6222;2303-6362;;;;BA;C159110408;;;;;;;;;;;
Sexes;2411-5118;;;;MDPI;CH;C159110408;;;;;;;;;Sexes;;2411-5118
Sexual & Reproductive Healthcare;1877-5764;1877-5756;;;Elsevier BV;NL;C159110408;Sexual and Reproductive Healthcare;1877-5756;-;"2913; 2729;";SEXUAL & REPRODUCTIVE HEALTHCARE;1877-5756;1877-5764;Public, Environmental & Occupational Health;;;
Sexual and reproductive health matters;2641-0397;;;;Taylor & Francis;GB;C159110408;Sexual and Reproductive Health Matters;-;2641-0397;"2729; 2743;";SEXUAL AND REPRODUCTIVE HEALTH MATTERS;;2641-0397;Public, Environmental & Occupational Health;Sexual and Reproductive Health Matters;;2641-0397
Sexual health exchange;1388-3046;;;;;NL;C159110408;;;;;;;;;;;
Shihatuna;2808-1188;;;;;ID;C159110408;;;;;;;;;;;
SIGHIT record;2158-8813;;;;Association for Computing Machinery;US;C159110408;;;;;;;;;;;
Siglo cero;0210-1696;0210-1696;2530-0350;;University of Salamanca;ES;;Siglo Cero;0210-1696;-;"2738; 2921; 3207; 3304;";;;;;Siglo Cero;0210-1696;2530-0350
Signa Vitae;1334-5605;1845-206X;;;;SG;C159110408;Signa Vitae;1334-5605;1845-206X;"2706; 2711;";SIGNA VITAE;1334-5605;1845-206X;Emergency Medicine;;;
Simulation in healthcare : journal of the Society for Simulation in Healthcare;1559-713X;1559-2332;;;Lippincott Williams & Wilkins;US;C159110408;Simulation in Healthcare;1559-2332;1559-713X;"2611; 3304; 2701; 2713;";SIMULATION IN HEALTHCARE-JOURNAL OF THE SOCIETY FOR SIMULATION IN HEALTHCARE;1559-2332;1559-713X;Health Care Sciences & Services;;;
Slauga. Mokslas ir praktika;2669-1760;;;;;LT;C159110408;;;;;;;;;;;
Sleep and Biological Rhythms;1479-8425;1446-9235;;;Springer Science+Business Media;JP;C159110408;Sleep and Biological Rhythms;1446-9235;1479-8425;"2737; 2808; 3206; 1314;";SLEEP AND BIOLOGICAL RHYTHMS;1446-9235;1479-8425;Clinical Neurology | Neurosciences;;;
Sleep Medicine: X;2590-1427;;;;Elsevier BV;NL;C159110408;Sleep Medicine: X;2590-1427;-;"2700;";;;;;Sleep Medicine: X;;2590-1427
Slovenian Journal of Public Health;0351-0026;1854-2476;;;De Gruyter Open;SI;C159110408;Zdravstveno Varstvo;0351-0026;1854-2476;"2739;";ZDRAVSTVENO VARSTVO;0351-0026;1854-2476;Public, Environmental & Occupational Health;Slovenian Journal of Public Health;;1854-2476
SM journal of nursing;2573-3249;;;;;US;C159110408;;;;;;;;;;;
SM preventive medicine and public health;2576-4004;;;;;US;C159110408;;;;;;;;;;;
Smart homecare technology and telehealth;2253-1564;;;;Dove Medical Press;NZ;C159110408;;;;;SMART HOMECARE TECHNOLOGY AND TELEHEALTH;2253-1564;2253-1564;Health Care Sciences & Services;Smart Homecare Technology and TeleHealth;;2253-1564
Social behavior research and health;2538-4155;2538-4813;;;Shahid Sadoughi University of Medical Sciences;IR;C159110408;;;;;;;;;Social Behavior Research & Health;2538-4813;2538-4155
Social Care and Neurodisability;2042-0919;2042-874X;;;;GB;C159110408;;;;;;;;;;;
Social disparities in health and health care;2468-6786;2468-6778;;;Springer International Publishing;US;C159110408;;;;;;;;;;;
Social health and behavior;2589-9767;;;;Medknow;IN;C159110408;;;;;;;;;Social Health and Behavior;;2589-9767
Social Indicators Research;1573-0921;0303-8300;;;Springer Science+Business Media;NL;C159110408;Social Indicators Research;0303-8300;1573-0921;"3300; 3312; 1201; 3204;";SOCIAL INDICATORS RESEARCH;0303-8300;1573-0921;Social Sciences, Interdisciplinary | Sociology;;;
Social Inquiry intoWell-being;2351-6682;;;;Mykolas Romeris University;LT;C159110408;;;;;;;;;;;
Social Medicine;1557-7112;;;;Social Medicine Publication Group;US;C159110408;Social Medicine;1557-7112;-;"2739; 3306;";;;;;Social Medicine;;1557-7112
Social policy and social work in transition;1987-8710;2049-8330;;;;GE;C159110408;;;;;;;;;;;
Social Psychiatry and Psychiatric Epidemiology;1433-9285;0933-7954;;;Springer Science+Business Media;DE;C159110408;Social Psychiatry and Psychiatric Epidemiology;0933-7954;1433-9285;"2738; 3207; 3306; 2713;";SOCIAL PSYCHIATRY AND PSYCHIATRIC EPIDEMIOLOGY;0933-7954;1433-9285;Psychiatry;;;
Social Science & Medicine;0277-9536;1873-5347;;;Elsevier BV;GB;C159110408;Social Science and Medicine;0277-9536;-;"1207; 3306;";SOCIAL SCIENCE & MEDICINE;0277-9536;1873-5347;Public, Environmental & Occupational Health;;;
Social science & medicine;0037-7856;1879-2987;;;Elsevier BV;GB;C159110408;;;;;;;;;;;
Social science & medicine;0160-7979;1878-3929;;;Pergamon Press;GB;C159110408;;;;;;;;;;;
Social Science & Medicine. Part A: Medical Psychology & Medical Sociology;2468-3043;0271-7123;;;Pergamon Press;GB;C159110408;;;;;;;;;;;
Social science protocols;2516-8053;;;;University of Edinburgh;GB;C159110408;;;;;;;;;;;
Social Theory and Health;1477-8211;1477-822X;;;Palgrave Macmillan;GB;C159110408;Social Theory and Health;1477-8211;1477-822X;"3312; 3306;";SOCIAL THEORY & HEALTH;1477-8211;1477-822X;Social Sciences, Biomedical;;;
Social Work & Social Sciences Review;1746-6105;0953-5225;;;;GB;C159110408;Social work & social sciences review;0953-5225;-;"3312; 3306;";;;;;;;
Social work chronicle;2277-1395;2320-5032;;;;IN;C159110408;;;;;;;;;;;
Social Work in Health Care;1541-034X;0098-1389;;;Taylor & Francis;US;C159110408;Social Work in Health Care;0098-1389;1541-034X;"2738; 2905;";SOCIAL WORK IN HEALTH CARE;0098-1389;1541-034X;Social Work;;;
Social Work in Mental Health;1533-2985;1533-2993;;;Taylor & Francis;US;C159110408;Social Work in Mental Health;1533-2985;1533-2993;"2739; 3301;";SOCIAL WORK IN MENTAL HEALTH;1533-2985;1533-2993;Social Work;;;
Social Work in Public Health;1937-190X;1937-1918;;;Haworth Press;US;C159110408;Social Work in Public Health;1937-1918;1937-190X;"2739; 2719; 3306;";SOCIAL WORK IN PUBLIC HEALTH;1937-1918;1937-190X;Public, Environmental & Occupational Health | Social Work;;;
Social Work With Groups;1540-9481;0160-9513;;;Haworth Press;US;C159110408;Social Work with Groups;0160-9513;1540-9481;"3301; 3304;";;;;;;;
Social Work/Maatskaplike Werk;0037-8054;2312-7198;;;Stellenbosch University;ZA;C159110408;Social Work/Maatskaplike Werk;0037-8054;-;"3312;";SOCIAL WORK-MAATSKAPLIKE WERK;0037-8054;2312-7198;Social Work;Social Work/Maatskaplike Werk;0037-8054;2312-7198
Soepra : jurnal hukum kesehatan;2548-818X;;;;Soegijapranata Catholic University;ID;C159110408;;;;;;;;;Soepra: Jurnal Hukum Kesehatan;;2548-818X
Sogo kango. Comprehensive nursing, quarterly;0038-0660;;;;Cambridge University Press;JP;C159110408;;;;;;;;;;;
Soins aides soignantes;1770-9857;1770-9857;2214-9449;;Elsevier BV;FR;;Soins Aides - Soignantes;1770-9857;-;"2900;";;;;;;;
Soins. Formation, pedagogie, encadrement : avec la participation du CEEIEC;1163-4723;;;;Elsevier BV;;C159110408;;;;;;;;;;;
Soins. Pédiatrie, puériculture;1259-4792;2214-9325;1259-4792;;Elsevier BV;NL;;Soins. Pediatrie, puericulture;1259-4792;-;"2919;";;;;;;;
Soins. Psychiatrie;0241-6972;0241-6972;2214-9295;;Elsevier BV;FR;;Soins. Psychiatrie;0241-6972;-;"2700; 2921;";;;;;;;
"Soins; la revue de référence infirmière";0038-0814;0038-0814;2214-9260;;Elsevier BV;FR;;"Soins; la revue de reference infirmiere";0038-0814;-;"2700; 2900;";;;;;;;
